,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,MEAT_TYPE
51640,2973578,2186,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,2 OZ,UNKNOWN
51645,2976795,3415,MEAT,National,BEEF,ANGUS BEEF, ,BOVINE
51653,2980579,4587,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
51668,2996216,69,MEAT-PCKGD,Private,BACON,PRE-COOKED,2.1 OZ,PORK
51690,3018191,4169,MEAT,National,TURKEY,TURKEY BREAST BONE IN, ,POULTRY
51713,3033767,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.2 OZ,UNKNOWN
51726,3052359,1094,MEAT-PCKGD,National,BACON,PRE-COOKED,2.1 OZ,PORK
51731,3086123,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,2.6 OZ,SEAFOOD
51745,3139560,2841,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
51769,3260172,1865,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),3 3/4 OZ,SEAFOOD
51774,3302339,216,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.25 OZ,UNKNOWN
51778,3326514,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB,POULTRY
51799,3459153,3340,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
51800,3488178,3738,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
51822,3654792,5248,MEAT,National,TURKEY,GROUND TURKEY,1.2 LB,POULTRY
51829,3679634,4052,MEAT,National,PORK,ENHANCED, ,PORK
51833,3683040,3425,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
51835,3684182,5998,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,16 OZ,PORK
51841,3691806,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ,POULTRY
51842,3692163,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ,SEAFOOD
51849,3695751,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,5 OZ,SEAFOOD
51854,3699690,3726,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
51868,3719025,3893,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
51886,3732187,69,MEAT,Private,BEEF,LEAN,12 PKGS,BOVINE
51894,3746807,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ,POULTRY
51908,3759549,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ,SEAFOOD
51913,3766950,3739,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
51922,3775054,1094,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OUNCE,UNKNOWN
51947,3799033,3996,MEAT,National,BEEF,NATURAL BEEF, ,BOVINE
51992,3836757,3997,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
52025,3863059,3421,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
52034,3870009,1018,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,12 OUNCE,UNKNOWN
52038,3873417,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OUNCE,PORK
52056,3889991,4004,MEAT,National,BEEF,LEAN, ,BOVINE
52058,3893142,4378,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
52065,3901582,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9 OZ,POULTRY
52151,4648996,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
52183,5125388,4717,MEAT,National,BEEF,PRIMAL, ,BOVINE
52184,5125392,4770,MEAT,National,PORK,DRY, ,PORK
52199,5126326,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10 OZ,PORK
52201,5126394,3279,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-CATFISH, ,SEAFOOD
52207,5127548,4056,MEAT,National,PORK,ENHANCED, ,PORK
52218,5127967,69,MEAT-PCKGD,Private,BACON,ECONOMY,12 OZ,PORK
52221,5128103,3727,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
52226,5128572,1161,GROCERY,National,WAREHOUSE SNACKS,PEPPERONI/SALAMI,6 OZ,PORK
52231,5129567,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
52251,5129665,69,MEAT-PCKGD,Private,DINNER SAUSAGE,COCKTAILS,16 OZ,PORK
52252,5129668,69,MEAT-PCKGD,Private,MEAT - MISC,WINGS (IQF),48 OZ,POULTRY
52271,5131742,69,MEAT-PCKGD,Private,MEAT - MISC,WINGS (IQF),48 OZ,POULTRY
52272,5131832,3727,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
52273,5131876,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,28.8 OZ,POULTRY
52275,5131886,4002,MEAT,National,BEEF,LEAN, ,BOVINE
52276,5131893,4060,MEAT,National,PORK,GROUND PORK, ,PORK
52278,5131993,4859,MEAT-PCKGD,National,DINNER SAUSAGE,SAUSAGE, ,PORK
52321,5134323,5154,MEAT,National,BEEF,ANGUS,1 LB,BOVINE
52322,5134324,5154,MEAT,National,BEEF,ANGUS,1 LB,BOVINE
52323,5134413,5345,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,2 LB,SEAFOOD
52335,5543468,397,MEAT-PCKGD,National,MEAT - MISC,WINGS (IQF),80 OZ,POULTRY
52336,5543955,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,1 LB,SEAFOOD
52374,5552971,2083,MEAT-PCKGD,National,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,28 OZ,UNKNOWN
52421,5563934,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ,BOVINE
52502,5564773,274,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN BRD STICK/PORTON,15.9 OZ,UNKNOWN
52576,5565420,341,MEAT-PCKGD,National,FROZEN MEAT,SNACKS/APPETIZERS,9 OZ,UNKNOWN
52655,5566309,397,MEAT-PCKGD,National,BACON,PRE-COOKED,6.6 OZ,PORK
52689,5566627,93,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
52721,5566803,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,20.5 OZ,POULTRY
52824,5567486,397,MEAT-PCKGD,National,BACON,ECONOMY,20 OZ,PORK
52866,5567704,665,MEAT,National,SMOKED MEATS,PORK-FULLY COOKED,10 OZ,PORK
52867,5567705,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,22.4 OZ,POULTRY
52884,5567862,1161,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,6 OZ,UNKNOWN
52893,5567915,1178,GROCERY,National,SEAFOOD - SHELF STABLE,SALMON,14.75 OZ,SEAFOOD
52990,5568642,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,6.3 OZ,SEAFOOD
53004,5568720,1425,MEAT-PCKGD,National,LUNCHMEAT,HAM,8 OZ,PORK
53018,5568802,665,MEAT,National,SMOKED MEATS,PORK-FULLY COOKED,21 OZ,PORK
53029,5568845,1275,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ,POULTRY
53110,5569303,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,12 OZ,PORK
53129,5569419,1161,GROCERY,National,WAREHOUSE SNACKS,PEPPERONI/SALAMI,6 OZ,PORK
53228,5570200,1623,NUTRITION,National,PREPARED/PKGD FOODS,MEAT - CAN/POUCH, ,UNKNOWN
53241,5570334,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
53247,5570394,1623,NUTRITION,National,PREPARED/PKGD FOODS,MEAT - CAN/POUCH, ,UNKNOWN
53252,5570414,1161,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,6 OZ,UNKNOWN
53256,5570431,1623,NUTRITION,National,PREPARED/PKGD FOODS,MEAT - CAN/POUCH,3.5 OZ,UNKNOWN
53273,5570579,1314,MEAT,National,CHICKEN,MARINATED,6 OZ,POULTRY
53277,5570595,1275,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ,POULTRY
53280,5570627,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,16 OZ,SEAFOOD
53312,5570861,2012,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,12 OZ,UNKNOWN
53346,5571248,1377,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ,UNKNOWN
53520,5573587,3892,DELI,National,DELI MEATS,MEAT: TURKEY PPK/PRESLC, ,POULTRY
53527,5573719,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ,BOVINE
53559,5574347,4762,MEAT,National,PORK,SEASONED PORK, ,PORK
53563,5574409,3492,MEAT,National,PORK,ENHANCED, ,PORK
53624,5576215,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ,PORK
53625,5576251,4281,MEAT,National,TURKEY,WHOLE HENS (UNDER 15LBS), ,POULTRY
53633,5576458,5423,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,1 LB,UNKNOWN
53636,5576554,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
53638,5576580,4669,MEAT,National,CHICKEN,MARINATED, ,POULTRY
53641,5576756,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19 OZ,PORK
53644,5576830,2783,MEAT,National,TURKEY,TURKEY DRUMS, ,POULTRY
53660,5577264,5423,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,6.05 OZ,POULTRY
53662,5577384,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,10 OZ,SEAFOOD
53668,5577593,5423,MEAT-PCKGD,National,DINNER SAUSAGE,COCKTAILS,1 LB,PORK
53677,5578256,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,OTHER,2 LB,PORK
53678,5578290,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,16 OZ,BOVINE
53681,5578385,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ,BOVINE
53683,5578437,4183,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
53690,5578581,5423,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ,PORK
53692,5578744,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,1 LB,PORK
53693,5578749,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,9.6 OZ,PORK
53712,5579233,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,16 OZ,SEAFOOD
53719,5579359,4761,MEAT,National,PORK,MARINATED PORK, ,PORK
53723,5579417,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ,PORK
53724,5579456,5423,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,12 OZ,UNKNOWN
53729,5579587,5423,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,4 OZ,SEAFOOD
53737,5579945,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
53742,5580043,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
53745,5580198,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ,PORK
53753,5580348,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9 OZ,POULTRY
53758,5580523,5423,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ,UNKNOWN
53761,5580577,3501,MEAT,National,PORK,ENHANCED, ,PORK
53765,5580624,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ,PORK
53766,5580660,4295,MEAT,National,EXOTIC GAME/FOWL,CORNISH HEN, ,POULTRY
53769,5580691,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ,PORK
53777,5580875,5423,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,16 OZ,PORK
53780,5581008,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16OZ,UNKNOWN
53787,5581254,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,20 OZ,PORK
53790,5581361,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
53795,5581401,4764,MEAT,National,PORK,SEASONED PORK, ,PORK
53805,5581601,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
53814,5581910,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,11.0 OZ,SEAFOOD
53815,5581917,4764,MEAT,National,PORK,SEASONED PORK, ,PORK
53820,5582030,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK, ,PORK
53822,5582057,5423,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,12 OZ,UNKNOWN
53831,5582264,4814,MEAT,National,SMOKED MEATS,HAM - SPIRAL, ,PORK
53833,5582357,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM- NET WEIGHT,16 OZ,PORK
53838,5582496,4592,MEAT,National,SMOKED MEATS,HAM - BONELESS HALF/PORT, ,PORK
53855,5582855,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ,SEAFOOD
53857,5582944,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
53858,5582951,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,18 OZ,PORK
53868,5583327,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ,PORK
53869,5583328,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ,BOVINE
53870,5583333,5423,MEAT-PCKGD,National,DINNER SAUSAGE,COCKTAILS,1 LB,PORK
53873,5583391,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ,SEAFOOD
53874,5583403,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
53877,5583451,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ,PORK
53899,5583850,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA, ,UNKNOWN
53910,5584079,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
53916,5584175,5423,MEAT-PCKGD,National,BACON,ECONOMY,3 LBS,PORK
53917,5584200,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
53920,5584271,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ,PORK
53927,5584437,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,16 OZ,BOVINE
53928,5584475,5423,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ,UNKNOWN
53933,5584531,5423,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,3 OZ,PORK
53943,5584730,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ,POULTRY
53951,5584857,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
53959,5584954,5423,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,9 OZ,UNKNOWN
53960,5584958,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,9 OZ,PORK
53963,5584975,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,12.8 OZ,UNKNOWN
53966,5585079,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
53968,5585117,4560,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, ,POULTRY
53972,5585178,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
53978,5585279,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED, ,PORK
53982,5585335,5423,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ,UNKNOWN
53987,5585444,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,FRESH,16 OZ,PORK
53988,5585455,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19 OZ,PORK
53995,5585561,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,16 OZ,SEAFOOD
53998,5585614,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,10 OZ,SEAFOOD
54008,5585742,5423,MEAT-PCKGD,National,MEAT - MISC,GRND/PATTY - FROZEN,1.5 LB,UNKNOWN
54022,5586019,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
54023,5586047,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ,POULTRY
54029,5586096,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,1 LB,PORK
54032,5586148,5423,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,12 OZ,UNKNOWN
54036,5586200,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
54037,5586217,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54044,5586269,5423,MEAT,National,BEEF,STUFFED/MIXED BEEF,6 OZ,BOVINE
54046,5586294,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,24 OZ,PORK
54058,5586496,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ,PORK
54059,5586513,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54063,5586547,5423,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,UNKNOWN
54065,5586590,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
54071,5586692,5423,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,12 OZ,UNKNOWN
54082,5586840,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19 OZ,PORK
54085,5586938,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ,SEAFOOD
54087,5586946,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,12 OZ,PORK
54088,5586948,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,18 OZ,PORK
54097,5587203,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,12 OZ,PORK
54101,5587327,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED, ,PORK
54108,5587448,5423,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,12 OZ,PORK
54112,5587511,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
54113,5587520,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54119,5587597,5423,MEAT-PCKGD,National,FROZEN MEAT,SEASONED POULTRY,12 OZ,POULTRY
54122,5587661,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
54124,5587682,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM- NET WEIGHT,8 OZ,PORK
54130,5587795,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19 OZ,PORK
54132,5587826,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54133,5587827,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
54139,5587974,4761,MEAT,National,PORK,MARINATED PORK, ,PORK
54141,5588003,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,UNKNOWN
54142,5588005,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,UNKNOWN
54143,5588012,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1LB,PORK
54149,5588131,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,12 OZ,PORK
54151,5588161,69,MEAT-PCKGD,Private,MEAT - MISC,WINGS (IQF),48 OZ,POULTRY
54152,5588165,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ,POULTRY
54157,5588200,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,UNKNOWN
54158,5588221,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
54171,5588567,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
54175,5588612,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54179,5588625,5423,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,8 OZ,SEAFOOD
54182,5588659,5423,MEAT-PCKGD,National,HOT DOGS,ECONOMY - BEEF,16 OUNCE,BOVINE
54190,5588748,5423,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,3.5 OZ,PORK
54194,5588798,5423,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ,PORK
54197,5588819,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ,BOVINE
54201,5588859,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
54207,5588919,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ,PORK
54208,5588929,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ,BOVINE
54212,5589005,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB,PORK
54213,5589006,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ,POULTRY
54214,5589020,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,OTHER,16 OZ,PORK
54217,5589058,5423,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,2 OZ,UNKNOWN
54218,5589065,5423,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN MISC SEAFOOD,11 OZ,SEAFOOD
54223,5589128,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,1 LB,PORK
54226,5589162,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED, ,PORK
54233,5589199,5423,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN BREAST BONE IN,12.48 OZ,POULTRY
54235,5589211,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54237,5589223,5423,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,10.5 OZ,SEAFOOD
54241,5589275,5423,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,UNKNOWN
54243,5589284,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ,PORK
54244,5589330,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB,UNKNOWN
54247,5589370,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1LB,PORK
54250,5589434,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ,PORK
54257,5589548,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB,PORK
54263,5589620,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,16 OZ,BOVINE
54266,5589660,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB,UNKNOWN
54268,5589670,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
54270,5589712,5423,MEAT-PCKGD,National,BACON,PRE-COOKED,2.1 OZ,PORK
54271,5589717,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
54275,5589778,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
54276,5589785,5423,MEAT-PCKGD,National,DINNER SAUSAGE,COCKTAILS,14 OZ,PORK
54284,5589849,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ,PORK
54285,5589889,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ,PORK
54287,5589955,5423,MEAT-PCKGD,National,BACON,PREMIUM,12 OZ,PORK
54288,5589972,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
54295,5590039,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
54296,5590067,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,8 OZ,PORK
54297,5590074,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM - STEAKS/SLICES/CUBES,12 OZ,PORK
54298,5590097,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
54299,5590102,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
54300,5590107,5423,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,1 LB,PORK
54309,5590236,5423,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
54311,5590247,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12OZ,PORK
54315,5590324,5423,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ,PORK
54321,5590449,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,UNKNOWN
54327,5590511,5423,MEAT-PCKGD,National,BACON,PREMIUM,16OZ,PORK
54333,5590643,5423,GROCERY,National,FRZN SEAFOOD,FRZN MISC SEAFOOD,15 OZ,SEAFOOD
54335,5590665,5423,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ,PORK
